Paper_ID,Rhodolith beds,Chemical ecology,Reproduction,Holobiont,Deep reefs,Climate change,Fisheries,Methods,Taxonomy & Systematics,Macroalgae & Herbivory,Habitat structure,Oceanic islands,Trophic ecology & Nursery habitats ,Geomorphology & Paleontology,Oceanography & Productivity,Demography,Anthozoan biology,Hydrodynamics,Fish interactions,Invasive species,Biogeography & Phylogeography,Tourism & Pollution,Distribution limits,Cytogenetics,Conservation & Management 
SILVANO RAM 2017 MAR POL,0.011870845,0.024216524,0.011870845,0.011870845,0.011870845,0.018043685,0.376068376,0.011870845,0.011870845,0.018043685,0.048907882,0.048907882,0.024216524,0.011870845,0.018043685,0.030389364,0.011870845,0.011870845,0.018043685,0.011870845,0.011870845,0.024216524,0.018043685,0.030389364,0.153846154
SILVEIRA CB 2015 ENVIRON MICROBIOL,0.043541364,0.043541364,0.037252056,0.100145138,0.030962748,0.081277213,0.037252056,0.018384132,0.012094823,0.09385583,0.030962748,0.018384132,0.068698597,0.018384132,0.087566522,0.056119981,0.02467344,0.012094823,0.018384132,0.043541364,0.012094823,0.018384132,0.012094823,0.030962748,0.02467344
SILVEIRA CB 2017 FRONT MICROBIOL,0.015145476,0.015145476,0.015145476,0.180948585,0.015145476,0.087684336,0.009964129,0.025508171,0.015145476,0.113591072,0.020326823,0.009964129,0.015145476,0.041052212,0.170585891,0.015145476,0.009964129,0.009964129,0.009964129,0.009964129,0.009964129,0.009964129,0.015145476,0.015145476,0.015145476
SILVEIRA CB 2020 J COAST RES,0.010283834,0.010283834,0.020979021,0.015631427,0.047716989,0.015631427,0.020979021,0.309749074,0.010283834,0.042369395,0.042369395,0.010283834,0.031674208,0.031674208,0.042369395,0.031674208,0.010283834,0.042369395,0.020979021,0.010283834,0.010283834,0.053064582,0.042369395,0.031674208,0.037021802
SILVEIRA MM 2015 J FISH BIOL,0.04035309,0.023959647,0.015762926,0.032156368,0.015762926,0.015762926,0.015762926,0.023959647,0.04035309,0.023959647,0.04035309,0.023959647,0.015762926,0.023959647,0.032156368,0.015762926,0.015762926,0.04035309,0.261664565,0.023959647,0.048549811,0.048549811,0.015762926,0.081336696,0.048549811
SILVEIRA MM 2019 J FISH BIOL,0.01867065,0.01867065,0.038088125,0.047796863,0.028379388,0.067214339,0.01867065,0.038088125,0.01867065,0.028379388,0.028379388,0.028379388,0.01867065,0.01867065,0.028379388,0.01867065,0.028379388,0.028379388,0.280806572,0.01867065,0.01867065,0.038088125,0.01867065,0.028379388,0.028379388
SILVEIRA MM 2020 ENVIRON BIOL FISHES,0.021978022,0.037015616,0.014459225,0.021978022,0.014459225,0.029496819,0.014459225,0.029496819,0.021978022,0.014459225,0.037015616,0.014459225,0.021978022,0.021978022,0.014459225,0.029496819,0.021978022,0.014459225,0.382880278,0.074609601,0.014459225,0.029496819,0.021978022,0.014459225,0.044534413
SIMOES E 2017 REG ENVIR CHANG,0.017715618,0.011655012,0.017715618,0.011655012,0.023776224,0.078321678,0.02983683,0.084382284,0.011655012,0.011655012,0.011655012,0.023776224,0.023776224,0.02983683,0.011655012,0.023776224,0.02983683,0.011655012,0.041958042,0.017715618,0.09044289,0.035897436,0.017715618,0.023776224,0.29044289
SIMON T 2011 SCI TOTAL ENVIRON,0.027503223,0.021916631,0.010743446,0.010743446,0.010743446,0.027503223,0.105715514,0.016330039,0.010743446,0.033089815,0.189514396,0.021916631,0.033089815,0.010743446,0.038676407,0.027503223,0.016330039,0.021916631,0.088955737,0.044263,0.021916631,0.044263,0.016330039,0.083369145,0.044263
SIMON T 2013 J FISH BIOL,0.032478632,0.021367521,0.021367521,0.021367521,0.032478632,0.021367521,0.021367521,0.043589744,0.043589744,0.021367521,0.021367521,0.265811966,0.021367521,0.021367521,0.021367521,0.021367521,0.021367521,0.032478632,0.021367521,0.021367521,0.088034188,0.032478632,0.032478632,0.032478632,0.021367521
SIMON T 2013 MAR ENVIRON RES,0.023764853,0.015634772,0.023764853,0.023764853,0.023764853,0.023764853,0.015634772,0.015634772,0.023764853,0.023764853,0.300187617,0.023764853,0.072545341,0.031894934,0.015634772,0.088805503,0.015634772,0.015634772,0.015634772,0.040025016,0.031894934,0.031894934,0.031894934,0.031894934,0.015634772
SIMON T 2016 J FISH BIOL,0.044352044,0.026334026,0.017325017,0.017325017,0.107415107,0.026334026,0.071379071,0.035343035,0.026334026,0.044352044,0.035343035,0.107415107,0.026334026,0.08038808,0.017325017,0.026334026,0.017325017,0.035343035,0.017325017,0.017325017,0.017325017,0.035343035,0.017325017,0.026334026,0.08038808
SIMONE LRL 2003 J MOLLUSCAN STUD,0.067718606,0.016436555,0.024983563,0.016436555,0.059171598,0.016436555,0.016436555,0.050624589,0.238658777,0.016436555,0.016436555,0.016436555,0.016436555,0.042077581,0.024983563,0.024983563,0.033530572,0.016436555,0.042077581,0.016436555,0.016436555,0.033530572,0.042077581,0.059171598,0.024983563
SIMONE LUIZ RICARDO L 2012 ,0.047796863,0.038088125,0.028379388,0.028379388,0.01867065,0.01867065,0.047796863,0.01867065,0.164301718,0.01867065,0.01867065,0.01867065,0.028379388,0.057505601,0.028379388,0.01867065,0.028379388,0.096340553,0.028379388,0.01867065,0.01867065,0.028379388,0.057505601,0.01867065,0.038088125
SISSINI MN 2014 PHYTOTAXA,0.205128205,0.013638843,0.027823241,0.027823241,0.013638843,0.013638843,0.013638843,0.049099836,0.127114021,0.013638843,0.020731042,0.042007638,0.020731042,0.020731042,0.020731042,0.020731042,0.013638843,0.013638843,0.020731042,0.013638843,0.148390616,0.013638843,0.056192035,0.027823241,0.020731042
SISSINI MN 2017 PHYCOLOGIA,0.037487829,0.069133398,0.024829601,0.037487829,0.012171373,0.081791626,0.037487829,0.050146056,0.024829601,0.157740993,0.012171373,0.062804284,0.012171373,0.012171373,0.062804284,0.024829601,0.018500487,0.018500487,0.012171373,0.024829601,0.081791626,0.043816943,0.018500487,0.018500487,0.031158715
"SISSINI MN, 2014, MARINE BIODIVERSITY RECORDS",0.01393534,0.01393534,0.03567447,0.01393534,0.050167224,0.064659978,0.021181717,0.021181717,0.021181717,0.180602007,0.042920847,0.086399108,0.01393534,0.042920847,0.01393534,0.03567447,0.01393534,0.021181717,0.01393534,0.028428094,0.086399108,0.042920847,0.01393534,0.03567447,0.057413601
SKINNER LF 2014 J FORAMINIFER RES,0.065641026,0.038974359,0.025641026,0.025641026,0.038974359,0.038974359,0.038974359,0.025641026,0.025641026,0.038974359,0.025641026,0.025641026,0.065641026,0.065641026,0.025641026,0.025641026,0.025641026,0.025641026,0.065641026,0.078974359,0.025641026,0.038974359,0.038974359,0.038974359,0.025641026
SKINNER LF 2019 BIOINVASIONS REC,0.01344809,0.01344809,0.01344809,0.027434104,0.08337816,0.01344809,0.020441097,0.020441097,0.020441097,0.020441097,0.097364174,0.01344809,0.01344809,0.034427111,0.01344809,0.062399139,0.027434104,0.097364174,0.020441097,0.15330823,0.020441097,0.027434104,0.111350188,0.01344809,0.034427111
"SKINNER LF, 2013, MARINE BIODIVERSITY RECORDS",0.019425019,0.06993007,0.019425019,0.019425019,0.03962704,0.03962704,0.03962704,0.04972805,0.019425019,0.019425019,0.019425019,0.1002331,0.02952603,0.019425019,0.02952603,0.03962704,0.04972805,0.03962704,0.03962704,0.1002331,0.019425019,0.04972805,0.02952603,0.03962704,0.03962704
SMITH-VANIZ WF 2018 ZOOKEYS,0.013082156,0.013082156,0.013082156,0.019884877,0.013082156,0.013082156,0.013082156,0.04029304,0.176347462,0.013082156,0.026687598,0.053898482,0.019884877,0.026687598,0.019884877,0.013082156,0.019884877,0.019884877,0.033490319,0.019884877,0.189952904,0.033490319,0.047095761,0.10151753,0.019884877
SOARES LP 2018 PHYCOLOGIA,0.188669439,0.01975052,0.026507277,0.033264033,0.01975052,0.026507277,0.012993763,0.01975052,0.121101871,0.04002079,0.01975052,0.026507277,0.01975052,0.026507277,0.012993763,0.01975052,0.026507277,0.06029106,0.012993763,0.01975052,0.127858628,0.012993763,0.026507277,0.026507277,0.012993763
SOARES LUANDA PEREIRA 2012 ,0.051821862,0.020242915,0.062348178,0.020242915,0.020242915,0.020242915,0.020242915,0.030769231,0.041295547,0.136032389,0.020242915,0.062348178,0.030769231,0.041295547,0.062348178,0.030769231,0.020242915,0.125506073,0.020242915,0.020242915,0.030769231,0.020242915,0.020242915,0.030769231,0.020242915
SOARES MO 2020 SCI TOT ENV,0.014037058,0.021336328,0.021336328,0.028635598,0.072431218,0.065131948,0.057832678,0.035934868,0.014037058,0.028635598,0.014037058,0.014037058,0.028635598,0.021336328,0.021336328,0.021336328,0.028635598,0.028635598,0.014037058,0.014037058,0.014037058,0.065131948,0.014037058,0.014037058,0.298708591
SOARES MO 2017 J MAR BIOL ASSOC UK,0.021978022,0.05205321,0.014459225,0.021978022,0.021978022,0.067090804,0.021978022,0.05205321,0.014459225,0.232504338,0.044534413,0.029496819,0.014459225,0.021978022,0.029496819,0.037015616,0.037015616,0.059572007,0.021978022,0.014459225,0.021978022,0.014459225,0.05205321,0.014459225,0.037015616
SOARES MO 2011 BIOTEMAS,0.072115385,0.020032051,0.040865385,0.020032051,0.020032051,0.030448718,0.020032051,0.051282051,0.030448718,0.030448718,0.020032051,0.072115385,0.020032051,0.061698718,0.020032051,0.030448718,0.072115385,0.092948718,0.020032051,0.030448718,0.030448718,0.020032051,0.040865385,0.061698718,0.030448718
SOARES MO 2018 MAR BIODIVERS,0.038461538,0.015024038,0.015024038,0.015024038,0.194711538,0.054086538,0.030649038,0.030649038,0.015024038,0.038461538,0.038461538,0.046274038,0.054086538,0.046274038,0.022836538,0.022836538,0.061899038,0.038461538,0.022836538,0.022836538,0.015024038,0.022836538,0.030649038,0.015024038,0.054086538
SOARES MO 2018 MAR BIODIVERS-a,0.046274038,0.015024038,0.015024038,0.030649038,0.061899038,0.030649038,0.022836538,0.015024038,0.022836538,0.022836538,0.030649038,0.015024038,0.015024038,0.015024038,0.022836538,0.022836538,0.038461538,0.030649038,0.015024038,0.225961538,0.022836538,0.046274038,0.093149038,0.015024038,0.093149038
SOARES MO 2018 MAR POLLUT BULL,0.013542795,0.013542795,0.020585049,0.020585049,0.041711809,0.08396533,0.027627302,0.013542795,0.013542795,0.013542795,0.013542795,0.098049837,0.020585049,0.034669556,0.020585049,0.06283857,0.013542795,0.013542795,0.013542795,0.013542795,0.020585049,0.112134345,0.013542795,0.013542795,0.260021668
SOARES MO 2019 DIVERS DISTRIB,0.047212047,0.015466015,0.01017501,0.015466015,0.147741148,0.036630037,0.020757021,0.015466015,0.01017501,0.01017501,0.020757021,0.084249084,0.01017501,0.1001221,0.015466015,0.020757021,0.01017501,0.01017501,0.015466015,0.026048026,0.01017501,0.047212047,0.073667074,0.015466015,0.179487179
SOARES MO 2019 MAR BIODIVERS,0.013354701,0.013354701,0.020299145,0.020299145,0.055021368,0.409188034,0.013354701,0.013354701,0.013354701,0.02724359,0.020299145,0.055021368,0.013354701,0.020299145,0.020299145,0.048076923,0.055021368,0.013354701,0.020299145,0.020299145,0.013354701,0.02724359,0.020299145,0.020299145,0.013354701
SOARES MO 2020 MAR POLLUT BULL,0.033264033,0.012993763,0.033264033,0.01975052,0.067047817,0.04002079,0.01975052,0.01975052,0.012993763,0.012993763,0.026507277,0.127858628,0.073804574,0.012993763,0.012993763,0.026507277,0.01975052,0.026507277,0.012993763,0.215696466,0.04002079,0.033264033,0.012993763,0.033264033,0.04002079
SOARES LSH 2018 OCEAN COAST MANAG,0.010508617,0.015973098,0.015973098,0.010508617,0.010508617,0.015973098,0.02690206,0.087011349,0.021437579,0.032366541,0.021437579,0.02690206,0.21815889,0.010508617,0.163514082,0.010508617,0.015973098,0.02690206,0.021437579,0.037831021,0.010508617,0.010508617,0.010508617,0.043295502,0.032366541
"SOARES MO, 2018, MAR POL",0.011870845,0.030389364,0.011870845,0.011870845,0.036562203,0.067426401,0.024216524,0.030389364,0.018043685,0.024216524,0.011870845,0.116809117,0.011870845,0.018043685,0.011870845,0.011870845,0.024216524,0.036562203,0.011870845,0.018043685,0.018043685,0.036562203,0.018043685,0.011870845,0.357549858
SOARES A 2020 SCI MAR,0.018737673,0.012327416,0.070019724,0.012327416,0.07642998,0.012327416,0.031558185,0.025147929,0.025147929,0.012327416,0.012327416,0.012327416,0.198224852,0.018737673,0.018737673,0.070019724,0.018737673,0.025147929,0.082840237,0.012327416,0.012327416,0.012327416,0.063609467,0.057199211,0.018737673
SOETH M 2018 J FISH BIOL,0.033216783,0.021853147,0.021853147,0.021853147,0.033216783,0.033216783,0.033216783,0.033216783,0.04458042,0.021853147,0.021853147,0.067307692,0.033216783,0.021853147,0.055944056,0.021853147,0.021853147,0.021853147,0.021853147,0.101398601,0.078671329,0.055944056,0.033216783,0.078671329,0.04458042
SOETH M 2020 MAR POLLUT BULL,0.029496819,0.05205321,0.014459225,0.021978022,0.021978022,0.021978022,0.082128398,0.067090804,0.014459225,0.037015616,0.074609601,0.059572007,0.05205321,0.029496819,0.014459225,0.014459225,0.021978022,0.089647195,0.014459225,0.021978022,0.021978022,0.021978022,0.059572007,0.021978022,0.104684789
SOLEDADE GO 2015 ZOOTAXA,0.021978022,0.037015616,0.044534413,0.021978022,0.089647195,0.014459225,0.014459225,0.014459225,0.270098323,0.029496819,0.014459225,0.067090804,0.021978022,0.021978022,0.021978022,0.014459225,0.014459225,0.089647195,0.014459225,0.021978022,0.014459225,0.029496819,0.029496819,0.014459225,0.014459225
SOLEDADE GO 2017 NAUPLIUS,0.026817219,0.100211715,0.017642908,0.054340155,0.017642908,0.017642908,0.045165843,0.017642908,0.237826394,0.054340155,0.026817219,0.054340155,0.026817219,0.026817219,0.017642908,0.017642908,0.026817219,0.026817219,0.026817219,0.017642908,0.017642908,0.026817219,0.017642908,0.026817219,0.017642908
SORTOR RN 2011 EARTH PLANET SCI LETT,0.010989011,0.010989011,0.022417582,0.016703297,0.43956044,0.056703297,0.016703297,0.016703297,0.010989011,0.022417582,0.010989011,0.016703297,0.010989011,0.03956044,0.022417582,0.028131868,0.010989011,0.010989011,0.022417582,0.016703297,0.022417582,0.022417582,0.085274725,0.028131868,0.010989011
SOUSA TS 2015 REV BRAS FARMACOGN -BRAZ J PHARMACOGN,0.022485207,0.314792899,0.030177515,0.168639053,0.014792899,0.030177515,0.014792899,0.014792899,0.030177515,0.022485207,0.014792899,0.030177515,0.030177515,0.014792899,0.030177515,0.037869822,0.022485207,0.022485207,0.022485207,0.022485207,0.014792899,0.014792899,0.014792899,0.014792899,0.014792899
SOUZA AT 2011 ENVIRON BIOL FISHES,0.014459225,0.074609601,0.014459225,0.014459225,0.021978022,0.014459225,0.014459225,0.029496819,0.029496819,0.097165992,0.014459225,0.021978022,0.067090804,0.021978022,0.014459225,0.037015616,0.014459225,0.014459225,0.337767496,0.021978022,0.029496819,0.014459225,0.014459225,0.014459225,0.014459225
SOUZA AT 2014 ENVIRON BIOL FISHES,0.012820513,0.026153846,0.099487179,0.032820513,0.019487179,0.019487179,0.012820513,0.019487179,0.012820513,0.059487179,0.012820513,0.052820513,0.046153846,0.012820513,0.012820513,0.032820513,0.032820513,0.019487179,0.286153846,0.012820513,0.032820513,0.026153846,0.012820513,0.032820513,0.019487179
"SOUZA AT, 2011, MARINE BIODIVERSITY RECORDS",0.021181717,0.01393534,0.01393534,0.042920847,0.01393534,0.01393534,0.01393534,0.01393534,0.187848384,0.021181717,0.021181717,0.057413601,0.028428094,0.03567447,0.01393534,0.021181717,0.01393534,0.03567447,0.180602007,0.01393534,0.021181717,0.01393534,0.042920847,0.100891862,0.021181717
SOUZA GRS 2018 BIOTA NEOTROP,0.022485207,0.014792899,0.037869822,0.022485207,0.014792899,0.014792899,0.107100592,0.022485207,0.037869822,0.014792899,0.030177515,0.091715976,0.014792899,0.014792899,0.030177515,0.014792899,0.014792899,0.022485207,0.068639053,0.022485207,0.014792899,0.053254438,0.022485207,0.107100592,0.14556213
SOUZA DE SENA DC 2007 J EXP MAR BIOL ECOL,0.009811617,0.009811617,0.020015699,0.014913658,0.009811617,0.009811617,0.009811617,0.009811617,0.014913658,0.009811617,0.014913658,0.014913658,0.009811617,0.009811617,0.009811617,0.020015699,0.009811617,0.020015699,0.045525903,0.009811617,0.081240188,0.020015699,0.020015699,0.550627943,0.014913658
SOUZA DOS SANTOS A 2011 J MAR BIOL ASSOC U K,0.13494133,0.024771838,0.033246415,0.024771838,0.041720991,0.016297262,0.016297262,0.016297262,0.050195567,0.041720991,0.016297262,0.016297262,0.024771838,0.024771838,0.016297262,0.016297262,0.033246415,0.279009126,0.041720991,0.016297262,0.016297262,0.016297262,0.024771838,0.016297262,0.016297262
SOUZA DT 2017 FEMS MICROBIOL ECOL,0.035897436,0.126806527,0.017715618,0.308624709,0.011655012,0.023776224,0.017715618,0.023776224,0.02983683,0.035897436,0.041958042,0.041958042,0.011655012,0.011655012,0.011655012,0.017715618,0.017715618,0.017715618,0.011655012,0.017715618,0.048018648,0.011655012,0.011655012,0.011655012,0.011655012
SOUZA LLG 2007 REV BRAS ZOOL,0.012171373,0.018500487,0.423563778,0.018500487,0.018500487,0.012171373,0.018500487,0.012171373,0.012171373,0.018500487,0.037487829,0.018500487,0.018500487,0.012171373,0.012171373,0.031158715,0.012171373,0.012171373,0.11976631,0.012171373,0.018500487,0.018500487,0.012171373,0.05647517,0.012171373
SOUZA SMAR 2019 J SHELLFISH RES,0.01435132,0.029276693,0.021814007,0.044202067,0.021814007,0.021814007,0.021814007,0.01435132,0.01435132,0.021814007,0.163605052,0.021814007,0.021814007,0.021814007,0.021814007,0.044202067,0.01435132,0.238231917,0.03673938,0.01435132,0.029276693,0.029276693,0.03673938,0.021814007,0.01435132
SOUZA BS 2020 Geomorphology,0.026153846,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0.019487179,0.206153846,0.026153846,0.012820513,0.032820513,0.012820513,0.012820513,0.079487179,0.012820513,0.019487179,0.012820513,0.259487179,0.012820513,0.039487179,0.019487179,0.019487179,0.019487179,0.032820513,0.026153846
SPIER D 2018  BIOTA NEOTROP,0.037296037,0.014568765,0.014568765,0.014568765,0.037296037,0.014568765,0.09032634,0.02972028,0.014568765,0.014568765,0.02972028,0.150932401,0.014568765,0.037296037,0.014568765,0.022144522,0.014568765,0.014568765,0.022144522,0.014568765,0.02972028,0.02972028,0.06002331,0.037296037,0.203962704
"SPIER D, 2012, MARINE BIODIVERSITY RECORDS",0.03950104,0.025987526,0.03950104,0.025987526,0.03950104,0.025987526,0.03950104,0.03950104,0.066528067,0.025987526,0.025987526,0.025987526,0.025987526,0.025987526,0.025987526,0.025987526,0.053014553,0.03950104,0.025987526,0.053014553,0.03950104,0.025987526,0.093555094,0.08004158,0.03950104
SPONAUGLE S 2004 PROCEEDINGS OF THE FIFTY-FIFTH ANNUAL GULF AND CARIBBEAN FISHERIES INSTITUTE,0.015508685,0.015508685,0.160669975,0.015508685,0.047766749,0.071960298,0.015508685,0.015508685,0.015508685,0.015508685,0.023573201,0.047766749,0.015508685,0.023573201,0.039702233,0.176799007,0.015508685,0.015508685,0.063895782,0.023573201,0.031637717,0.039702233,0.015508685,0.031637717,0.023573201
SPOTORNO-OLIVEIRA P 2015 J EXP MAR BIOL ECOL,0.228205128,0.018681319,0.113919414,0.009157509,0.018681319,0.085347985,0.013919414,0.009157509,0.009157509,0.023443223,0.042490842,0.023443223,0.042490842,0.013919414,0.013919414,0.018681319,0.009157509,0.104395604,0.028205128,0.042490842,0.013919414,0.009157509,0.018681319,0.013919414,0.009157509
SPOTORNO-OLIVEIRA P 2016 MAR GEOL,0.118118848,0.023332118,0.009114109,0.009114109,0.023332118,0.032810791,0.013853445,0.013853445,0.009114109,0.037550128,0.028071455,0.018592782,0.018592782,0.274516952,0.028071455,0.06124681,0.013853445,0.084943493,0.009114109,0.047028801,0.009114109,0.009114109,0.028071455,0.047028801,0.018592782
SPOTORNO-OLIVEIRA P 2018 MAR BIODIVERS,0.033264033,0.01975052,0.046777547,0.012993763,0.01975052,0.01975052,0.012993763,0.01975052,0.033264033,0.046777547,0.01975052,0.012993763,0.012993763,0.01975052,0.01975052,0.026507277,0.01975052,0.100831601,0.012993763,0.235966736,0.046777547,0.046777547,0.087318087,0.012993763,0.04002079
STEINER AQ 2015 IHERINGIA SER ZOOL,0.02102933,0.064194798,0.013835086,0.02102933,0.02102933,0.042612064,0.042612064,0.057000553,0.013835086,0.078583287,0.042612064,0.02102933,0.013835086,0.013835086,0.049806309,0.013835086,0.085777532,0.128942999,0.013835086,0.028223575,0.013835086,0.064194798,0.028223575,0.028223575,0.02102933
STINNESBECK W 1997 GEOL RUNDSCH,0.011584801,0.02965709,0.017608897,0.011584801,0.023632994,0.053753475,0.017608897,0.011584801,0.011584801,0.011584801,0.011584801,0.011584801,0.017608897,0.288693234,0.011584801,0.065801668,0.011584801,0.035681186,0.017608897,0.023632994,0.011584801,0.035681186,0.144114921,0.017608897,0.011584801
"STORI FT, 2019, OCEAN COASTAL MANAGE",0.035897436,0.011655012,0.035897436,0.011655012,0.011655012,0.017715618,0.02983683,0.084382284,0.017715618,0.011655012,0.011655012,0.02983683,0.011655012,0.017715618,0.011655012,0.017715618,0.011655012,0.011655012,0.017715618,0.011655012,0.011655012,0.011655012,0.017715618,0.017715618,0.441958042
STUTE M 1995 SCIENCE,0.017972682,0.017972682,0.017972682,0.027318476,0.158159597,0.102084831,0.03666427,0.046010065,0.027318476,0.017972682,0.017972682,0.017972682,0.03666427,0.083393242,0.046010065,0.027318476,0.017972682,0.017972682,0.017972682,0.017972682,0.027318476,0.027318476,0.111430625,0.027318476,0.017972682
SUAREZ-MORALES E 2006 ZOOL ANZ,0.020731042,0.027823241,0.077468631,0.027823241,0.042007638,0.013638843,0.013638843,0.056192035,0.318603382,0.013638843,0.013638843,0.013638843,0.027823241,0.013638843,0.034915439,0.013638843,0.034915439,0.013638843,0.020731042,0.013638843,0.020731042,0.027823241,0.070376432,0.034915439,0.020731042
SUAREZ-MORALES E 2011 PLOS ONE,0.011726079,0.030018762,0.090994371,0.054409006,0.030018762,0.011726079,0.023921201,0.060506567,0.158067542,0.030018762,0.023921201,0.030018762,0.023921201,0.011726079,0.036116323,0.023921201,0.011726079,0.011726079,0.01782364,0.01782364,0.054409006,0.01782364,0.121482176,0.042213884,0.030018762
SUEIRO MARIA CRUZ 2020 ,0.012327416,0.031558185,0.012327416,0.09566075,0.012327416,0.140532544,0.025147929,0.09566075,0.031558185,0.018737673,0.031558185,0.018737673,0.025147929,0.018737673,0.025147929,0.050788955,0.018737673,0.012327416,0.018737673,0.018737673,0.031558185,0.140532544,0.018737673,0.025147929,0.050788955
SUGGETT DJ 2012 MAR BIOL,0.021814007,0.029276693,0.01435132,0.05912744,0.051664753,0.208381171,0.029276693,0.01435132,0.021814007,0.051664753,0.021814007,0.01435132,0.01435132,0.01435132,0.03673938,0.096440873,0.074052813,0.029276693,0.01435132,0.044202067,0.029276693,0.021814007,0.021814007,0.029276693,0.021814007
SUMIDA PYG 2004 MAR GEOL,0.023491479,0.053431598,0.011515431,0.017503455,0.251036389,0.017503455,0.035467526,0.029479503,0.017503455,0.023491479,0.035467526,0.029479503,0.035467526,0.035467526,0.029479503,0.017503455,0.065407646,0.035467526,0.011515431,0.017503455,0.017503455,0.035467526,0.029479503,0.053431598,0.029479503
SWART PK 1998 J GEOPHYS RES -OCEANS,0.011870845,0.011870845,0.018043685,0.018043685,0.055080722,0.129154796,0.018043685,0.018043685,0.024216524,0.011870845,0.011870845,0.042735043,0.018043685,0.024216524,0.160018993,0.011870845,0.067426401,0.024216524,0.018043685,0.018043685,0.07359924,0.018043685,0.042735043,0.042735043,0.011870845
TABOSA WF 2006 WIT TRANS ECOL ENVIRON,0.037726605,0.024987751,0.024987751,0.018618324,0.012248898,0.037726605,0.018618324,0.088682019,0.012248898,0.012248898,0.012248898,0.018618324,0.012248898,0.292503675,0.082312592,0.018618324,0.012248898,0.056834885,0.012248898,0.012248898,0.024987751,0.050465458,0.018618324,0.024987751,0.037726605
TAGLIAFICO A 2012 REV BIOL TROP,0.022546419,0.143236074,0.039787798,0.011052166,0.016799293,0.016799293,0.022546419,0.022546419,0.022546419,0.045534925,0.016799293,0.057029178,0.034040672,0.011052166,0.022546419,0.177718833,0.016799293,0.016799293,0.016799293,0.034040672,0.028293546,0.011052166,0.137488948,0.016799293,0.022546419
TAKAMA O 2018 ZOOL SCI,0.056703297,0.022417582,0.010989011,0.010989011,0.022417582,0.022417582,0.010989011,0.056703297,0.096703297,0.016703297,0.010989011,0.028131868,0.010989011,0.010989011,0.010989011,0.010989011,0.188131868,0.010989011,0.010989011,0.056703297,0.19956044,0.028131868,0.028131868,0.045274725,0.010989011
TAKATA R 2014 NEOTROP ICHTHYOL,0.012171373,0.012171373,0.094449854,0.031158715,0.018500487,0.246348588,0.018500487,0.018500487,0.012171373,0.012171373,0.012171373,0.012171373,0.062804284,0.012171373,0.08812074,0.107108082,0.018500487,0.012171373,0.050146056,0.037487829,0.012171373,0.024829601,0.018500487,0.018500487,0.012171373
TAMEGA FTS 2007 ,0.186153846,0.012820513,0.032820513,0.012820513,0.012820513,0.012820513,0.019487179,0.032820513,0.019487179,0.186153846,0.072820513,0.026153846,0.032820513,0.012820513,0.026153846,0.026153846,0.012820513,0.046153846,0.012820513,0.046153846,0.019487179,0.052820513,0.026153846,0.012820513,0.012820513
TAMEGA FTS 2014 PHYTOTAXA,0.29316837,0.01344809,0.020441097,0.01344809,0.034427111,0.027434104,0.01344809,0.020441097,0.111350188,0.069392146,0.020441097,0.055406132,0.01344809,0.027434104,0.020441097,0.027434104,0.01344809,0.01344809,0.01344809,0.01344809,0.027434104,0.01344809,0.027434104,0.020441097,0.048413125
TAMEGA FTS 2015 PHYTOTAXA,0.27053455,0.050195567,0.024771838,0.024771838,0.033246415,0.016297262,0.016297262,0.033246415,0.075619296,0.024771838,0.058670143,0.016297262,0.016297262,0.016297262,0.024771838,0.016297262,0.024771838,0.041720991,0.024771838,0.041720991,0.016297262,0.016297262,0.033246415,0.024771838,0.033246415
TAMEGA FTS 2016 CORAL REEFS,0.038461538,0.054086538,0.015024038,0.038461538,0.030649038,0.015024038,0.030649038,0.030649038,0.022836538,0.179086538,0.038461538,0.030649038,0.022836538,0.015024038,0.015024038,0.030649038,0.015024038,0.015024038,0.108774038,0.054086538,0.038461538,0.022836538,0.030649038,0.022836538,0.022836538
TAMEGA FTS 2016 PHYTOTAXA,0.215384615,0.023384615,0.015384615,0.023384615,0.063384615,0.015384615,0.015384615,0.015384615,0.055384615,0.023384615,0.047384615,0.023384615,0.023384615,0.143384615,0.015384615,0.031384615,0.015384615,0.031384615,0.015384615,0.015384615,0.023384615,0.031384615,0.063384615,0.023384615,0.015384615
TAMEGA FTS 2019 FRONT MAR SCI,0.227084293,0.011515431,0.011515431,0.011515431,0.011515431,0.065407646,0.011515431,0.011515431,0.011515431,0.155228006,0.059419622,0.023491479,0.077383694,0.011515431,0.035467526,0.059419622,0.011515431,0.017503455,0.011515431,0.04145555,0.011515431,0.017503455,0.017503455,0.017503455,0.011515431
TANASOVICI RM 2020 MAR BIOL,0.016896398,0.034237439,0.040017786,0.016896398,0.011116052,0.016896398,0.022676745,0.016896398,0.011116052,0.057358826,0.022676745,0.011116052,0.016896398,0.022676745,0.016896398,0.080480213,0.016896398,0.022676745,0.016896398,0.352156514,0.016896398,0.06891952,0.028457092,0.022676745,0.022676745
TARARAM AS 1982 BOLM INST OCEANOG,0.021132713,0.054099746,0.021132713,0.021132713,0.021132713,0.021132713,0.021132713,0.032121724,0.076077768,0.043110735,0.021132713,0.109044801,0.09805579,0.021132713,0.021132713,0.021132713,0.021132713,0.131022823,0.032121724,0.021132713,0.021132713,0.021132713,0.021132713,0.032121724,0.032121724
